layer,neuron,drop_frac
18,791,0.001
18,792,0.001
18,693,0.001
18,692,0.001
23,518,0.001
18,691,0.001
18,688,0.001
18,687,0.001
18,683,0.001
18,675,0.001
18,713,0.001
18,712,0.001
18,708,0.001
18,704,0.001
18,702,0.001
23,474,0.001
18,698,0.001
18,729,0.001
18,795,0.001
18,750,0.001
18,749,0.001
18,735,0.001
18,777,0.001
18,746,0.001
18,747,0.001
18,776,0.001
18,748,0.001
18,714,0.001
18,772,0.001
18,717,0.001
18,770,0.001
18,625,0.001
18,766,0.001
18,724,0.001
18,798,0.001
18,728,0.001
23,406,0.001
23,405,0.001
23,404,0.001
23,416,0.001
23,415,0.001
23,537,0.001
23,355,0.001
23,368,0.001
23,367,0.001
18,718,0.001
18,626,0.001
18,630,0.001
18,576,0.001
18,580,0.001
18,584,0.001
18,587,0.001
18,879,0.001
18,871,0.001
18,865,0.001
18,863,0.001
18,862,0.001
18,588,0.001
18,861,0.001
18,754,0.001
18,904,0.001
18,894,0.001
18,593,0.001
18,889,0.001
18,888,0.001
18,884,0.001
18,597,0.001
18,883,0.001
18,882,0.001
18,763,0.001
18,762,0.001
18,760,0.001
18,758,0.001
18,860,0.001
19,54,0.001
19,51,0.001
19,77,0.001
19,76,0.001
19,71,0.001
19,69,0.001
19,66,0.001
23,769,0.001
19,88,0.001
23,92,0.001
23,90,0.001
23,758,0.001
18,906,0.001
23,102,0.001
18,307,0.001
18,310,0.001
18,312,0.001
18,315,0.001
23,98,0.001
18,319,0.001
18,320,0.001
18,323,0.001
23,38,0.001
23,37,0.001
23,53,0.001
23,52,0.001
18,298,0.001
23,134,0.001
23,722,0.001
23,723,0.001
23,142,0.001
23,724,0.001
23,725,0.001
23,138,0.001
23,726,0.001
23,727,0.001
23,83,0.001
23,718,0.001
19,139,0.001
23,705,0.001
23,768,0.001
19,135,0.001
19,134,0.001
19,133,0.001
19,152,0.001
19,150,0.001
19,147,0.001
19,146,0.001
19,144,0.001
19,142,0.001
19,65,0.001
23,765,0.001
23,767,0.001
19,63,0.001
19,136,0.001
19,210,0.001
19,208,0.001
19,206,0.001
23,748,0.001
19,201,0.001
19,116,0.001
23,753,0.001
19,113,0.001
23,754,0.001
19,110,0.001
23,738,0.001
19,108,0.001
23,51,0.001
19,107,0.001
23,746,0.001
19,105,0.001
23,797,0.001
23,799,0.001
19,129,0.001
19,126,0.001
19,125,0.001
19,123,0.001
19,122,0.001
23,788,0.001
19,140,0.001
23,25,0.001
23,743,0.001
18,279,0.001
18,284,0.001
18,285,0.001
18,290,0.001
23,68,0.001
18,292,0.001
18,296,0.001
18,297,0.001
18,439,0.001
18,440,0.001
18,442,0.001
23,8,0.001
18,462,0.001
19,212,0.001
18,410,0.001
23,19,0.001
23,17,0.001
18,416,0.001
18,417,0.001
19,196,0.001
19,189,0.001
18,420,0.001
19,188,0.001
18,421,0.001
18,422,0.001
19,182,0.001
18,426,0.001
18,467,0.001
23,240,0.001
23,689,0.001
23,690,0.001
23,185,0.001
18,397,0.001
18,398,0.001
23,178,0.001
23,175,0.001
18,401,0.001
18,403,0.001
18,405,0.001
18,406,0.001
23,733,0.001
18,409,0.001
18,377,0.001
18,381,0.001
18,383,0.001
18,386,0.001
18,388,0.001
23,195,0.001
18,390,0.001
23,208,0.001
23,207,0.001
18,391,0.001
23,204,0.001
18,395,0.001
23,191,0.001
18,958,0.001
18,956,0.001
18,954,0.001
18,951,0.001
18,949,0.001
18,945,0.001
18,944,0.001
18,943,0.001
18,982,0.001
23,663,0.001
23,266,0.001
23,651,0.001
23,279,0.001
23,688,0.001
23,278,0.001
23,647,0.001
23,649,0.001
23,219,0.001
23,635,0.001
23,636,0.001
23,225,0.001
23,223,0.001
23,237,0.001
23,698,0.001
23,700,0.001
23,231,0.001
23,247,0.001
23,657,0.001
18,534,0.001
19,8,0.001
18,536,0.001
18,544,0.001
19,7,0.001
19,5,0.001
23,677,0.001
23,679,0.001
19,2,0.001
19,38,0.001
23,164,0.001
23,162,0.001
23,146,0.001
23,159,0.001
23,170,0.001
23,669,0.001
23,670,0.001
23,115,0.001
23,114,0.001
23,112,0.001
23,671,0.001
23,672,0.001
23,125,0.001
23,121,0.001
23,120,0.001
23,119,0.001
23,161,0.001
23,156,0.001
18,546,0.001
23,151,0.001
18,559,0.001
19,85,0.001
19,82,0.001
19,81,0.001
19,80,0.001
19,79,0.001
19,78,0.001
19,101,0.001
19,97,0.001
19,95,0.001
19,13,0.001
19,93,0.001
19,91,0.001
18,566,0.001
19,1,0.001
18,568,0.001
18,570,0.001
18,1020,0.001
18,1015,0.001
18,574,0.001
18,521,0.001
18,523,0.001
18,527,0.001
18,528,0.001
19,94,0.001
21,211,0.001
21,214,0.001
21,198,0.001
21,199,0.001
21,201,0.001
21,202,0.001
21,204,0.001
21,272,0.001
18,79,0.001
21,276,0.001
21,277,0.001
21,264,0.001
21,267,0.001
21,246,0.001
21,247,0.001
21,250,0.001
21,252,0.001
21,275,0.001
21,221,0.001
21,223,0.001
20,302,0.001
20,283,0.001
20,288,0.001
20,271,0.001
20,272,0.001
20,274,0.001
21,206,0.001
20,277,0.001
20,358,0.001
20,362,0.001
20,345,0.001
20,348,0.001
20,349,0.001
20,350,0.001
21,205,0.001
20,275,0.001
20,240,0.001
20,242,0.001
20,226,0.001
20,227,0.001
20,229,0.001
20,231,0.001
20,232,0.001
20,233,0.001
21,237,0.001
20,304,0.001
20,307,0.001
20,310,0.001
20,318,0.001
20,319,0.001
20,290,0.001
20,292,0.001
20,298,0.001
20,234,0.001
21,310,0.001
21,311,0.001
21,313,0.001
21,319,0.001
21,300,0.001
21,303,0.001
21,306,0.001
21,308,0.001
20,237,0.001
21,292,0.001
21,295,0.001
21,288,0.001
21,352,0.001
21,356,0.001
21,359,0.001
21,342,0.001
20,236,0.001
21,290,0.001
20,401,0.001
20,403,0.001
21,52,0.001
21,58,0.001
21,34,0.001
21,36,0.001
21,39,0.001
21,41,0.001
21,219,0.001
21,109,0.001
21,111,0.001
21,115,0.001
21,116,0.001
21,100,0.001
21,102,0.001
21,103,0.001
21,91,0.001
21,108,0.001
21,62,0.001
21,64,0.001
21,65,0.001
20,335,0.001
20,336,0.001
20,337,0.001
20,340,0.001
20,341,0.001
20,400,0.001
20,322,0.001
20,325,0.001
20,408,0.001
20,409,0.001
20,410,0.001
20,412,0.001
20,419,0.001
20,396,0.001
20,321,0.001
21,187,0.001
21,189,0.001
21,191,0.001
21,179,0.001
21,180,0.001
21,181,0.001
21,185,0.001
21,169,0.001
21,94,0.001
21,167,0.001
21,168,0.001
21,227,0.001
21,228,0.001
21,231,0.001
21,232,0.001
21,234,0.001
21,215,0.001
21,175,0.001
21,95,0.001
21,97,0.001
21,83,0.001
21,84,0.001
21,85,0.001
21,87,0.001
21,89,0.001
21,146,0.001
21,186,0.001
21,151,0.001
21,154,0.001
21,137,0.001
21,140,0.001
21,130,0.001
21,134,0.001
21,119,0.001
21,126,0.001
21,149,0.001
21,584,0.001
21,588,0.001
21,575,0.001
21,578,0.001
20,171,0.001
20,154,0.001
20,155,0.001
20,157,0.001
20,299,0.001
20,146,0.001
20,147,0.001
20,151,0.001
20,152,0.001
20,211,0.001
20,212,0.001
20,218,0.001
20,204,0.001
20,145,0.001
21,483,0.001
21,485,0.001
21,486,0.001
21,472,0.001
21,537,0.001
21,538,0.001
21,543,0.001
21,531,0.001
21,583,0.001
21,535,0.001
21,536,0.001
21,518,0.001
21,520,0.001
21,521,0.001
21,522,0.001
21,525,0.001
21,510,0.001
21,534,0.001
21,655,0.001
21,656,0.001
21,661,0.001
21,662,0.001
21,646,0.001
21,649,0.001
21,650,0.001
21,651,0.001
20,205,0.001
21,640,0.001
21,642,0.001
21,643,0.001
21,710,0.001
21,701,0.001
21,683,0.001
21,685,0.001
21,691,0.001
21,637,0.001
20,206,0.001
20,207,0.001
21,566,0.001
21,549,0.001
21,554,0.001
21,624,0.001
21,629,0.001
21,634,0.001
21,653,0.001
21,620,0.001
21,604,0.001
21,596,0.001
21,598,0.001
21,599,0.001
21,663,0.001
21,664,0.001
21,670,0.001
21,619,0.001
21,362,0.001
21,366,0.001
21,368,0.001
21,369,0.001
21,427,0.001
21,430,0.001
21,417,0.001
21,419,0.001
21,482,0.001
21,412,0.001
21,413,0.001
21,414,0.001
21,415,0.001
21,400,0.001
21,402,0.001
21,403,0.001
21,462,0.001
21,420,0.001
21,332,0.001
21,336,0.001
21,337,0.001
21,321,0.001
21,329,0.001
21,393,0.001
21,394,0.001
21,382,0.001
21,361,0.001
21,389,0.001
21,371,0.001
21,372,0.001
21,373,0.001
21,374,0.001
21,375,0.001
21,376,0.001
21,377,0.001
21,384,0.001
20,251,0.001
21,461,0.001
21,444,0.001
21,450,0.001
21,452,0.001
21,434,0.001
21,437,0.001
21,438,0.001
21,466,0.001
21,500,0.001
21,501,0.001
21,491,0.001
21,492,0.001
21,493,0.001
21,495,0.001
21,496,0.001
21,481,0.001
21,442,0.001
21,468,0.001
21,455,0.001
21,456,0.001
20,210,0.001
20,197,0.001
20,198,0.001
20,199,0.001
20,201,0.001
20,244,0.001
20,185,0.001
20,187,0.001
20,188,0.001
20,258,0.001
20,262,0.001
20,263,0.001
20,266,0.001
20,267,0.001
20,202,0.001
20,438,0.001
20,423,0.001
20,424,0.001
20,425,0.001
20,429,0.001
20,492,0.001
20,493,0.001
20,495,0.001
21,81,0.001
20,488,0.001
20,489,0.001
20,490,0.001
20,630,0.001
20,605,0.001
20,606,0.001
20,609,0.001
20,595,0.001
20,496,0.001
20,571,0.001
20,572,0.001
20,555,0.001
20,559,0.001
20,562,0.001
20,633,0.001
20,636,0.001
20,638,0.001
20,437,0.001
20,616,0.001
20,619,0.001
20,620,0.001
20,622,0.001
20,625,0.001
20,626,0.001
20,447,0.001
20,434,0.001
20,640,0.001
20,657,0.001
20,661,0.001
20,743,0.001
20,744,0.001
20,729,0.001
20,730,0.001
20,731,0.001
20,732,0.001
20,598,0.001
20,737,0.001
20,721,0.001
20,722,0.001
20,723,0.001
20,724,0.001
20,725,0.001
20,726,0.001
20,710,0.001
20,735,0.001
20,601,0.001
20,602,0.001
20,697,0.001
20,699,0.001
20,703,0.001
20,706,0.001
20,707,0.001
20,682,0.001
20,656,0.001
20,687,0.001
20,689,0.001
20,663,0.001
20,668,0.001
20,669,0.001
20,675,0.001
20,677,0.001
20,645,0.001
20,685,0.001
23,952,0.001
23,956,0.001
23,959,0.001
23,960,0.001
18,168,0.001
18,172,0.001
18,176,0.001
18,177,0.001
20,569,0.001
18,184,0.001
18,185,0.001
18,146,0.001
18,150,0.001
18,151,0.001
23,999,0.001
20,491,0.001
20,472,0.001
18,180,0.001
18,9,0.001
18,11,0.001
18,13,0.001
18,16,0.001
18,20,0.001
18,21,0.001
18,22,0.001
18,25,0.001
23,968,0.001
18,30,0.001
23,982,0.001
23,933,0.001
23,944,0.001
23,949,0.001
23,936,0.001
18,2,0.001
23,961,0.001
18,28,0.001
20,522,0.001
20,523,0.001
20,503,0.001
20,504,0.001
20,506,0.001
20,511,0.001
20,512,0.001
20,583,0.001
20,475,0.001
20,586,0.001
20,587,0.001
20,593,0.001
20,574,0.001
20,575,0.001
20,579,0.001
20,563,0.001
20,566,0.001
20,584,0.001
20,480,0.001
20,462,0.001
20,464,0.001
20,468,0.001
20,471,0.001
20,537,0.001
20,539,0.001
20,541,0.001
20,520,0.001
20,545,0.001
20,527,0.001
20,528,0.001
20,530,0.001
20,532,0.001
20,533,0.001
20,515,0.001
20,517,0.001
20,544,0.001
20,374,0.001
20,377,0.001
20,378,0.001
20,448,0.001
20,449,0.001
20,452,0.001
20,454,0.001
20,457,0.001
20,714,0.001
20,442,0.001
20,444,0.001
20,935,0.001
20,938,0.001
20,940,0.001
20,942,0.001
20,944,0.001
20,924,0.001
20,439,0.001
20,900,0.001
20,881,0.001
20,886,0.001
20,888,0.001
20,889,0.001
20,959,0.001
20,961,0.001
20,962,0.001
20,367,0.001
20,968,0.001
20,946,0.001
20,952,0.001
20,954,0.001
20,955,0.001
20,406,0.001
20,389,0.001
20,393,0.001
20,965,0.001
21,24,0.001
21,26,0.001
21,32,0.001
21,16,0.001
21,17,0.001
21,6,0.001
21,7,0.001
21,10,0.001
20,927,0.001
20,1018,0.001
20,1021,0.001
21,0,0.001
21,2,0.001
21,70,0.001
21,73,0.001
21,75,0.001
21,80,0.001
21,15,0.001
20,929,0.001
20,933,0.001
20,934,0.001
20,1002,0.001
20,1003,0.001
20,1006,0.001
20,1014,0.001
20,991,0.001
20,980,0.001
20,996,0.001
20,1001,0.001
20,983,0.001
20,987,0.001
20,988,0.001
20,989,0.001
20,977,0.001
20,979,0.001
20,993,0.001
20,751,0.001
20,752,0.001
20,755,0.001
20,758,0.001
20,830,0.001
20,831,0.001
20,832,0.001
20,835,0.001
20,896,0.001
20,814,0.001
20,815,0.001
20,817,0.001
20,824,0.001
20,804,0.001
20,806,0.001
20,807,0.001
20,808,0.001
20,811,0.001
20,716,0.001
20,718,0.001
20,719,0.001
20,782,0.001
20,783,0.001
20,786,0.001
20,787,0.001
20,790,0.001
20,769,0.001
20,774,0.001
20,775,0.001
20,778,0.001
20,779,0.001
20,760,0.001
20,761,0.001
20,765,0.001
20,768,0.001
20,773,0.001
20,838,0.001
20,841,0.001
20,842,0.001
20,844,0.001
20,914,0.001
20,916,0.001
20,917,0.001
20,920,0.001
20,793,0.001
20,903,0.001
20,906,0.001
20,907,0.001
20,908,0.001
20,910,0.001
20,912,0.001
20,893,0.001
20,895,0.001
20,921,0.001
20,795,0.001
20,797,0.001
20,798,0.001
20,800,0.001
20,871,0.001
20,879,0.001
20,859,0.001
20,860,0.001
20,836,0.001
20,868,0.001
20,845,0.001
20,847,0.001
20,849,0.001
20,850,0.001
20,851,0.001
20,852,0.001
20,853,0.001
20,857,0.001
20,866,0.001
22,416,0.001
22,421,0.001
22,422,0.001
22,411,0.001
22,467,0.001
22,468,0.001
22,470,0.001
22,472,0.001
21,672,0.001
19,667,0.001
19,640,0.001
19,641,0.001
19,649,0.001
19,655,0.001
19,630,0.001
19,632,0.001
19,633,0.001
22,463,0.001
19,701,0.001
19,702,0.001
19,703,0.001
19,785,0.001
19,791,0.001
19,794,0.001
19,795,0.001
19,767,0.001
22,415,0.001
19,770,0.001
19,774,0.001
19,775,0.001
19,777,0.001
22,386,0.001
22,433,0.001
22,436,0.001
22,429,0.001
19,769,0.001
22,488,0.001
22,489,0.001
22,476,0.001
22,480,0.001
22,484,0.001
22,542,0.001
22,543,0.001
22,544,0.001
19,635,0.001
22,533,0.001
22,539,0.001
19,578,0.001
19,581,0.001
19,585,0.001
19,586,0.001
19,592,0.001
19,593,0.001
22,546,0.001
19,636,0.001
19,637,0.001
19,731,0.001
19,732,0.001
19,738,0.001
19,740,0.001
19,717,0.001
19,718,0.001
22,487,0.001
22,451,0.001
22,444,0.001
22,448,0.001
22,503,0.001
22,504,0.001
22,507,0.001
22,494,0.001
22,495,0.001
19,722,0.001
19,917,0.001
19,920,0.001
19,892,0.001
19,894,0.001
19,897,0.001
19,898,0.001
19,902,0.001
22,253,0.001
19,690,0.001
22,292,0.001
22,296,0.001
22,284,0.001
22,289,0.001
22,281,0.001
22,265,0.001
22,268,0.001
22,329,0.001
22,290,0.001
22,245,0.001
22,247,0.001
22,248,0.001
22,252,0.001
19,815,0.001
19,816,0.001
19,818,0.001
19,819,0.001
19,916,0.001
19,829,0.001
19,832,0.001
19,801,0.001
19,806,0.001
19,807,0.001
19,811,0.001
19,909,0.001
19,914,0.001
19,826,0.001
19,840,0.001
19,841,0.001
22,305,0.001
22,367,0.001
22,371,0.001
22,361,0.001
22,353,0.001
22,394,0.001
22,319,0.001
19,729,0.001
19,705,0.001
19,706,0.001
19,711,0.001
19,713,0.001
19,714,0.001
19,716,0.001
19,688,0.001
22,395,0.001
22,320,0.001
19,781,0.001
19,756,0.001
19,757,0.001
19,758,0.001
19,763,0.001
19,764,0.001
19,765,0.001
19,839,0.001
19,749,0.001
19,847,0.001
19,848,0.001
19,850,0.001
19,854,0.001
19,859,0.001
19,836,0.001
19,838,0.001
19,743,0.001
22,662,0.001
22,663,0.001
22,652,0.001
22,654,0.001
22,655,0.001
22,719,0.001
22,722,0.001
22,709,0.001
19,595,0.001
19,431,0.001
19,401,0.001
19,403,0.001
19,404,0.001
19,407,0.001
19,408,0.001
19,409,0.001
19,410,0.001
22,711,0.001
19,465,0.001
19,466,0.001
19,467,0.001
19,445,0.001
19,447,0.001
19,456,0.001
19,541,0.001
19,546,0.001
19,532,0.001
19,549,0.001
19,554,0.001
19,556,0.001
19,521,0.001
19,527,0.001
19,529,0.001
19,530,0.001
19,531,0.001
19,547,0.001
22,694,0.001
22,698,0.001
22,750,0.001
22,751,0.001
22,752,0.001
22,743,0.001
22,747,0.001
22,733,0.001
19,385,0.001
22,737,0.001
22,738,0.001
22,725,0.001
22,730,0.001
22,732,0.001
22,786,0.001
22,788,0.001
22,774,0.001
22,735,0.001
19,387,0.001
19,391,0.001
19,392,0.001
19,397,0.001
19,481,0.001
19,489,0.001
19,491,0.001
19,492,0.001
22,692,0.001
19,470,0.001
19,471,0.001
19,472,0.001
19,474,0.001
19,478,0.001
19,479,0.001
22,715,0.001
22,691,0.001
19,493,0.001
22,566,0.001
22,567,0.001
19,536,0.001
19,510,0.001
19,513,0.001
19,495,0.001
19,500,0.001
19,501,0.001
19,464,0.001
19,609,0.001
19,612,0.001
19,614,0.001
19,618,0.001
19,620,0.001
19,623,0.001
19,624,0.001
19,625,0.001
19,503,0.001
19,557,0.001
19,561,0.001
19,576,0.001
19,673,0.001
19,677,0.001
19,680,0.001
19,681,0.001
19,682,0.001
22,579,0.001
19,661,0.001
19,662,0.001
19,663,0.001
19,665,0.001
19,666,0.001
22,526,0.001
22,574,0.001
22,576,0.001
19,658,0.001
22,643,0.001
22,632,0.001
22,637,0.001
22,624,0.001
22,625,0.001
22,616,0.001
22,617,0.001
22,618,0.001
19,597,0.001
22,681,0.001
22,684,0.001
22,676,0.001
22,679,0.001
19,480,0.001
19,458,0.001
19,461,0.001
19,462,0.001
22,621,0.001
19,598,0.001
19,599,0.001
19,602,0.001
19,603,0.001
19,604,0.001
22,559,0.001
22,563,0.001
22,551,0.001
22,642,0.001
22,608,0.001
22,611,0.001
22,612,0.001
22,598,0.001
22,603,0.001
22,605,0.001
22,583,0.001
22,587,0.001
22,588,0.001
22,607,0.001
20,87,0.001
20,62,0.001
20,64,0.001
20,66,0.001
20,72,0.001
20,52,0.001
20,56,0.001
20,57,0.001
22,262,0.001
20,61,0.001
20,134,0.001
20,135,0.001
20,137,0.001
20,138,0.001
20,141,0.001
20,142,0.001
20,121,0.001
20,59,0.001
21,868,0.001
21,869,0.001
21,871,0.001
21,856,0.001
21,858,0.001
21,862,0.001
21,847,0.001
21,848,0.001
21,894,0.001
21,836,0.001
21,838,0.001
21,843,0.001
21,900,0.001
21,902,0.001
21,903,0.001
21,906,0.001
21,888,0.001
21,831,0.001
21,921,0.001
21,923,0.001
21,926,0.001
21,908,0.001
21,909,0.001
21,914,0.001
21,919,0.001
21,920,0.001
20,124,0.001
21,990,0.001
21,992,0.001
21,976,0.001
21,969,0.001
21,970,0.001
21,953,0.001
21,956,0.001
21,958,0.001
21,986,0.001
20,129,0.001
20,131,0.001
20,132,0.001
21,898,0.001
21,881,0.001
21,882,0.001
21,884,0.001
21,887,0.001
21,941,0.001
21,879,0.001
21,942,0.001
21,945,0.001
21,946,0.001
21,951,0.001
21,933,0.001
21,934,0.001
21,940,0.001
21,874,0.001
20,105,0.001
20,107,0.001
20,108,0.001
20,109,0.001
20,111,0.001
20,173,0.001
20,174,0.001
20,177,0.001
21,867,0.001
20,179,0.001
20,181,0.001
20,163,0.001
20,164,0.001
20,165,0.001
20,168,0.001
20,169,0.001
21,724,0.001
20,178,0.001
21,675,0.001
21,681,0.001
21,742,0.001
21,743,0.001
21,745,0.001
21,749,0.001
21,734,0.001
21,735,0.001
20,119,0.001
21,740,0.001
20,133,0.001
20,113,0.001
20,114,0.001
20,115,0.001
20,116,0.001
20,117,0.001
20,118,0.001
21,736,0.001
21,824,0.001
21,825,0.001
21,828,0.001
21,829,0.001
21,830,0.001
21,813,0.001
21,820,0.001
21,822,0.001
21,725,0.001
21,803,0.001
21,805,0.001
21,807,0.001
21,808,0.001
21,811,0.001
21,796,0.001
21,799,0.001
21,866,0.001
21,802,0.001
21,727,0.001
21,731,0.001
21,732,0.001
21,719,0.001
21,720,0.001
21,722,0.001
21,784,0.001
21,785,0.001
21,823,0.001
21,791,0.001
21,774,0.001
21,775,0.001
21,782,0.001
21,751,0.001
21,752,0.001
21,754,0.001
21,759,0.001
21,789,0.001
19,921,0.001
19,924,0.001
19,925,0.001
19,927,0.001
19,931,0.001
20,1,0.001
20,3,0.001
20,4,0.001
21,959,0.001
20,10,0.001
20,11,0.001
20,12,0.001
19,1014,0.001
19,1015,0.001
19,1017,0.001
19,1019,0.001
22,126,0.001
20,5,0.001
22,114,0.001
22,103,0.001
22,108,0.001
22,93,0.001
22,94,0.001
22,87,0.001
22,91,0.001
22,145,0.001
19,946,0.001
22,138,0.001
19,960,0.001
19,933,0.001
19,935,0.001
19,936,0.001
19,938,0.001
19,940,0.001
19,943,0.001
22,146,0.001
19,972,0.001
19,973,0.001
19,974,0.001
19,947,0.001
19,949,0.001
19,950,0.001
19,953,0.001
22,169,0.001
22,121,0.001
22,219,0.001
22,220,0.001
22,207,0.001
22,210,0.001
22,203,0.001
22,190,0.001
22,254,0.001
22,255,0.001
22,154,0.001
22,179,0.001
22,181,0.001
22,183,0.001
22,170,0.001
19,907,0.001
19,877,0.001
19,881,0.001
19,890,0.001
19,969,0.001
19,865,0.001
19,868,0.001
19,871,0.001
19,872,0.001
19,874,0.001
19,961,0.001
19,963,0.001
19,965,0.001
19,864,0.001
20,97,0.001
20,98,0.001
20,102,0.001
20,75,0.001
20,79,0.001
20,83,0.001
20,84,0.001
20,85,0.001
22,52,0.001
21,1010,0.001
21,993,0.001
21,995,0.001
21,997,0.001
21,1001,0.001
22,37,0.001
22,38,0.001
22,42,0.001
21,1007,0.001
21,960,0.001
22,1,0.001
22,6,0.001
21,1017,0.001
20,40,0.001
20,23,0.001
20,24,0.001
20,26,0.001
20,95,0.001
20,30,0.001
20,14,0.001
20,15,0.001
20,17,0.001
20,18,0.001
20,20,0.001
20,88,0.001
20,94,0.001
20,27,0.001
19,983,0.001
19,984,0.001
19,987,0.001
20,42,0.001
20,43,0.001
20,45,0.001
20,48,0.001
20,51,0.001
22,34,0.001
20,34,0.001
20,35,0.001
20,36,0.001
22,74,0.001
22,56,0.001
22,62,0.001
22,63,0.001
22,47,0.001
20,33,0.001
22,18,0.001
22,24,0.001
22,11,0.001
22,12,0.001
22,13,0.001
22,15,0.001
22,76,0.001
22,66,0.001
19,982,0.001
20,0,0.001
19,992,0.001
19,996,0.001
19,1000,0.001
19,1002,0.001
19,1009,0.001
19,1011,0.001
19,975,0.001
19,981,0.001
22,68,0.001
