layer,neuron_id,n_queries,active_count,active_rate,unique_docs,top_doc_token_id,top_doc_freq,top_doc_frac,doc_entropy,layer_dir,file
18,3887,1000,131,0.131,50,38001,131,0.02,3.912023005428145,L18,neuron_003887_exp3_summary.csv
18,3910,1000,143,0.143,50,32559,143,0.02,3.912023005428145,L18,neuron_003910_exp3_summary.csv
18,3928,1000,19,0.019,50,32122,19,0.02,3.912023005428145,L18,neuron_003928_exp3_summary.csv
18,3950,1000,165,0.165,50,32124,165,0.02,3.912023005428145,L18,neuron_003950_exp3_summary.csv
18,3954,1000,108,0.108,50,42062,108,0.02,3.912023005428145,L18,neuron_003954_exp3_summary.csv
18,3988,1000,120,0.12,50,32113,120,0.02,3.912023005428145,L18,neuron_003988_exp3_summary.csv
18,3989,1000,11,0.011,50,37145,11,0.02,3.912023005428145,L18,neuron_003989_exp3_summary.csv
18,4011,1000,47,0.047,50,36057,47,0.02,3.912023005428145,L18,neuron_004011_exp3_summary.csv
18,4079,1000,112,0.112,50,33033,112,0.02,3.912023005428145,L18,neuron_004079_exp3_summary.csv
18,4082,1000,38,0.038,50,41610,38,0.02,3.912023005428145,L18,neuron_004082_exp3_summary.csv
19,80,1000,24,0.024,50,41623,24,0.02,3.912023005428145,L19,neuron_000080_exp3_summary.csv
19,99,1000,16,0.016,50,34175,16,0.02,3.912023005428145,L19,neuron_000099_exp3_summary.csv
19,465,1000,58,0.058,50,32102,58,0.02,3.912023005428145,L19,neuron_000465_exp3_summary.csv
19,543,1000,33,0.033,50,37100,33,0.02,3.912023005428145,L19,neuron_000543_exp3_summary.csv
19,649,1000,28,0.028,50,32117,28,0.02,3.912023005428145,L19,neuron_000649_exp3_summary.csv
19,1214,1000,35,0.035,50,36920,35,0.02,3.912023005428145,L19,neuron_001214_exp3_summary.csv
19,1302,1000,22,0.022,50,42030,22,0.02,3.912023005428145,L19,neuron_001302_exp3_summary.csv
19,1444,1000,30,0.03,50,40575,30,0.02,3.912023005428145,L19,neuron_001444_exp3_summary.csv
19,1478,1000,45,0.045,50,33514,45,0.02,3.912023005428145,L19,neuron_001478_exp3_summary.csv
19,1619,1000,22,0.022,50,41114,22,0.02,3.912023005428145,L19,neuron_001619_exp3_summary.csv
19,1656,1000,35,0.035,50,41863,35,0.02,3.912023005428145,L19,neuron_001656_exp3_summary.csv
19,1877,1000,26,0.026,50,38628,26,0.02,3.912023005428145,L19,neuron_001877_exp3_summary.csv
19,1883,1000,20,0.02,50,37519,20,0.02,3.912023005428145,L19,neuron_001883_exp3_summary.csv
19,1898,1000,12,0.012,50,38158,12,0.02,3.912023005428145,L19,neuron_001898_exp3_summary.csv
19,1911,1000,16,0.016,50,41373,16,0.02,3.912023005428145,L19,neuron_001911_exp3_summary.csv
19,1931,1000,19,0.019,50,38281,19,0.02,3.912023005428145,L19,neuron_001931_exp3_summary.csv
19,1987,1000,20,0.02,50,32102,20,0.02,3.912023005428145,L19,neuron_001987_exp3_summary.csv
19,2198,1000,22,0.022,50,35850,22,0.02,3.912023005428145,L19,neuron_002198_exp3_summary.csv
19,2249,1000,25,0.025,50,40898,25,0.02,3.912023005428145,L19,neuron_002249_exp3_summary.csv
19,2291,1000,29,0.029,50,35582,29,0.02,3.912023005428145,L19,neuron_002291_exp3_summary.csv
19,2558,1000,50,0.05,50,32108,50,0.02,3.912023005428145,L19,neuron_002558_exp3_summary.csv
19,2631,1000,36,0.036,50,32120,36,0.02,3.912023005428145,L19,neuron_002631_exp3_summary.csv
19,2790,1000,18,0.018,50,41357,18,0.02,3.912023005428145,L19,neuron_002790_exp3_summary.csv
19,2926,1000,15,0.015,50,36158,15,0.02,3.912023005428145,L19,neuron_002926_exp3_summary.csv
19,3485,1000,34,0.034,50,40945,34,0.02,3.912023005428145,L19,neuron_003485_exp3_summary.csv
19,3610,1000,23,0.023,50,37038,23,0.02,3.912023005428145,L19,neuron_003610_exp3_summary.csv
19,3796,1000,22,0.022,50,38292,22,0.02,3.912023005428145,L19,neuron_003796_exp3_summary.csv
19,3823,1000,15,0.015,50,38605,15,0.02,3.912023005428145,L19,neuron_003823_exp3_summary.csv
20,3,1000,33,0.033,50,41701,33,0.02,3.912023005428145,L20,neuron_000003_exp3_summary.csv
20,33,1000,35,0.035,50,40607,35,0.02,3.912023005428145,L20,neuron_000033_exp3_summary.csv
20,130,1000,28,0.028,50,38482,28,0.02,3.912023005428145,L20,neuron_000130_exp3_summary.csv
20,684,1000,33,0.033,50,32103,33,0.02,3.912023005428145,L20,neuron_000684_exp3_summary.csv
20,808,1000,26,0.026,50,32593,26,0.02,3.912023005428145,L20,neuron_000808_exp3_summary.csv
20,819,1000,32,0.032,50,32114,32,0.02,3.912023005428145,L20,neuron_000819_exp3_summary.csv
20,834,1000,22,0.022,50,32104,22,0.02,3.912023005428145,L20,neuron_000834_exp3_summary.csv
20,884,1000,27,0.027,50,38400,27,0.02,3.912023005428145,L20,neuron_000884_exp3_summary.csv
20,1096,1000,18,0.018,50,41256,18,0.02,3.912023005428145,L20,neuron_001096_exp3_summary.csv
20,1203,1000,36,0.036,50,32127,36,0.02,3.912023005428145,L20,neuron_001203_exp3_summary.csv
20,1553,1000,33,0.033,50,34491,33,0.02,3.912023005428145,L20,neuron_001553_exp3_summary.csv
20,1984,1000,35,0.035,50,35380,35,0.02,3.912023005428145,L20,neuron_001984_exp3_summary.csv
20,2012,1000,43,0.043,50,32111,43,0.02,3.912023005428145,L20,neuron_002012_exp3_summary.csv
20,2136,1000,19,0.019,50,40032,19,0.02,3.912023005428145,L20,neuron_002136_exp3_summary.csv
20,2146,1000,20,0.02,50,39651,20,0.02,3.912023005428145,L20,neuron_002146_exp3_summary.csv
20,2241,1000,40,0.04,50,33455,40,0.02,3.912023005428145,L20,neuron_002241_exp3_summary.csv
20,2357,1000,38,0.038,50,37822,38,0.02,3.912023005428145,L20,neuron_002357_exp3_summary.csv
20,2617,1000,53,0.053,50,33905,53,0.02,3.912023005428145,L20,neuron_002617_exp3_summary.csv
20,2921,1000,33,0.033,50,34344,33,0.02,3.912023005428145,L20,neuron_002921_exp3_summary.csv
20,2940,1000,30,0.03,50,41467,30,0.02,3.912023005428145,L20,neuron_002940_exp3_summary.csv
20,2959,1000,29,0.029,50,40899,29,0.02,3.912023005428145,L20,neuron_002959_exp3_summary.csv
20,2983,1000,29,0.029,50,32116,29,0.02,3.912023005428145,L20,neuron_002983_exp3_summary.csv
20,2987,1000,21,0.021,50,35418,21,0.02,3.912023005428145,L20,neuron_002987_exp3_summary.csv
20,3081,1000,24,0.024,50,40297,24,0.02,3.912023005428145,L20,neuron_003081_exp3_summary.csv
20,3123,1000,18,0.018,50,32825,18,0.02,3.912023005428145,L20,neuron_003123_exp3_summary.csv
20,3235,1000,23,0.023,50,40293,23,0.02,3.912023005428145,L20,neuron_003235_exp3_summary.csv
20,3294,1000,31,0.031,50,35574,31,0.02,3.912023005428145,L20,neuron_003294_exp3_summary.csv
20,3531,1000,30,0.03,50,40621,30,0.02,3.912023005428145,L20,neuron_003531_exp3_summary.csv
20,3613,1000,31,0.031,50,37841,31,0.02,3.912023005428145,L20,neuron_003613_exp3_summary.csv
20,3755,1000,21,0.021,50,32119,21,0.02,3.912023005428145,L20,neuron_003755_exp3_summary.csv
20,3789,1000,36,0.036,50,32102,36,0.02,3.912023005428145,L20,neuron_003789_exp3_summary.csv
20,3882,1000,24,0.024,50,36052,24,0.02,3.912023005428145,L20,neuron_003882_exp3_summary.csv
21,42,1000,43,0.043,50,38737,43,0.02,3.912023005428145,L21,neuron_000042_exp3_summary.csv
21,97,1000,22,0.022,50,32120,22,0.02,3.912023005428145,L21,neuron_000097_exp3_summary.csv
21,250,1000,19,0.019,50,33095,19,0.02,3.912023005428145,L21,neuron_000250_exp3_summary.csv
21,325,1000,22,0.022,50,39373,22,0.02,3.912023005428145,L21,neuron_000325_exp3_summary.csv
21,446,1000,18,0.018,50,33728,18,0.02,3.912023005428145,L21,neuron_000446_exp3_summary.csv
21,518,1000,21,0.021,50,36886,21,0.02,3.912023005428145,L21,neuron_000518_exp3_summary.csv
21,576,1000,40,0.04,50,35932,40,0.02,3.912023005428145,L21,neuron_000576_exp3_summary.csv
21,658,1000,34,0.034,50,33945,34,0.02,3.912023005428145,L21,neuron_000658_exp3_summary.csv
21,1087,1000,29,0.029,50,36736,29,0.02,3.912023005428145,L21,neuron_001087_exp3_summary.csv
21,1176,1000,28,0.028,50,39317,28,0.02,3.912023005428145,L21,neuron_001176_exp3_summary.csv
21,1322,1000,21,0.021,50,40814,21,0.02,3.912023005428145,L21,neuron_001322_exp3_summary.csv
21,1349,1000,27,0.027,50,41666,27,0.02,3.912023005428145,L21,neuron_001349_exp3_summary.csv
21,1408,1000,25,0.025,50,34023,25,0.02,3.912023005428145,L21,neuron_001408_exp3_summary.csv
21,1600,1000,42,0.042,50,41527,42,0.02,3.912023005428145,L21,neuron_001600_exp3_summary.csv
21,1605,1000,23,0.023,50,38780,23,0.02,3.912023005428145,L21,neuron_001605_exp3_summary.csv
21,1612,1000,26,0.026,50,32114,26,0.02,3.912023005428145,L21,neuron_001612_exp3_summary.csv
21,1803,1000,52,0.052,50,34243,52,0.02,3.912023005428145,L21,neuron_001803_exp3_summary.csv
21,1827,1000,40,0.04,50,35936,40,0.02,3.912023005428145,L21,neuron_001827_exp3_summary.csv
21,1847,1000,30,0.03,50,32908,30,0.02,3.912023005428145,L21,neuron_001847_exp3_summary.csv
21,2005,1000,25,0.025,50,32854,25,0.02,3.912023005428145,L21,neuron_002005_exp3_summary.csv
21,2223,1000,26,0.026,50,41687,26,0.02,3.912023005428145,L21,neuron_002223_exp3_summary.csv
21,2382,1000,39,0.039,50,34105,39,0.02,3.912023005428145,L21,neuron_002382_exp3_summary.csv
21,2410,1000,25,0.025,50,35451,25,0.02,3.912023005428145,L21,neuron_002410_exp3_summary.csv
21,2463,1000,22,0.022,50,32452,22,0.02,3.912023005428145,L21,neuron_002463_exp3_summary.csv
21,2483,1000,47,0.047,50,35776,47,0.02,3.912023005428145,L21,neuron_002483_exp3_summary.csv
21,2599,1000,25,0.025,50,40474,25,0.02,3.912023005428145,L21,neuron_002599_exp3_summary.csv
21,2825,1000,34,0.034,50,40606,34,0.02,3.912023005428145,L21,neuron_002825_exp3_summary.csv
21,2915,1000,38,0.038,50,33381,38,0.02,3.912023005428145,L21,neuron_002915_exp3_summary.csv
21,2963,1000,21,0.021,50,37408,21,0.02,3.912023005428145,L21,neuron_002963_exp3_summary.csv
21,3197,1000,29,0.029,50,38153,29,0.02,3.912023005428145,L21,neuron_003197_exp3_summary.csv
21,3295,1000,52,0.052,50,42004,52,0.02,3.912023005428145,L21,neuron_003295_exp3_summary.csv
21,3371,1000,39,0.039,50,40664,39,0.02,3.912023005428145,L21,neuron_003371_exp3_summary.csv
21,3428,1000,37,0.037,50,37295,37,0.02,3.912023005428145,L21,neuron_003428_exp3_summary.csv
21,3498,1000,27,0.027,50,41432,27,0.02,3.912023005428145,L21,neuron_003498_exp3_summary.csv
21,3516,1000,41,0.041,50,34814,41,0.02,3.912023005428145,L21,neuron_003516_exp3_summary.csv
21,3543,1000,35,0.035,50,36180,35,0.02,3.912023005428145,L21,neuron_003543_exp3_summary.csv
21,3571,1000,41,0.041,50,37695,41,0.02,3.912023005428145,L21,neuron_003571_exp3_summary.csv
21,3746,1000,25,0.025,50,35332,25,0.02,3.912023005428145,L21,neuron_003746_exp3_summary.csv
21,3977,1000,65,0.065,50,32114,65,0.02,3.912023005428145,L21,neuron_003977_exp3_summary.csv
22,168,1000,22,0.022,50,36944,22,0.02,3.912023005428145,L22,neuron_000168_exp3_summary.csv
22,182,1000,15,0.015,50,34833,15,0.02,3.912023005428145,L22,neuron_000182_exp3_summary.csv
22,230,1000,21,0.021,50,33312,21,0.02,3.912023005428145,L22,neuron_000230_exp3_summary.csv
22,273,1000,24,0.024,50,32122,24,0.02,3.912023005428145,L22,neuron_000273_exp3_summary.csv
22,434,1000,34,0.034,50,32103,34,0.02,3.912023005428145,L22,neuron_000434_exp3_summary.csv
22,608,1000,33,0.033,50,33755,33,0.02,3.912023005428145,L22,neuron_000608_exp3_summary.csv
22,737,1000,27,0.027,50,41743,27,0.02,3.912023005428145,L22,neuron_000737_exp3_summary.csv
22,740,1000,26,0.026,50,38486,26,0.02,3.912023005428145,L22,neuron_000740_exp3_summary.csv
22,759,1000,35,0.035,50,32123,35,0.02,3.912023005428145,L22,neuron_000759_exp3_summary.csv
22,977,1000,37,0.037,50,37412,37,0.02,3.912023005428145,L22,neuron_000977_exp3_summary.csv
22,1079,1000,20,0.02,50,40971,20,0.02,3.912023005428145,L22,neuron_001079_exp3_summary.csv
22,1588,1000,24,0.024,50,41568,24,0.02,3.912023005428145,L22,neuron_001588_exp3_summary.csv
22,2113,1000,25,0.025,50,33692,25,0.02,3.912023005428145,L22,neuron_002113_exp3_summary.csv
22,2314,1000,29,0.029,50,32119,29,0.02,3.912023005428145,L22,neuron_002314_exp3_summary.csv
22,2491,1000,16,0.016,50,33945,16,0.02,3.912023005428145,L22,neuron_002491_exp3_summary.csv
22,2530,1000,24,0.024,50,41233,24,0.02,3.912023005428145,L22,neuron_002530_exp3_summary.csv
22,2554,1000,17,0.017,50,35077,17,0.02,3.912023005428145,L22,neuron_002554_exp3_summary.csv
22,2608,1000,21,0.021,50,41932,21,0.02,3.912023005428145,L22,neuron_002608_exp3_summary.csv
22,2636,1000,26,0.026,50,35787,26,0.02,3.912023005428145,L22,neuron_002636_exp3_summary.csv
22,2932,1000,25,0.025,50,36363,25,0.02,3.912023005428145,L22,neuron_002932_exp3_summary.csv
22,2958,1000,28,0.028,50,34603,28,0.02,3.912023005428145,L22,neuron_002958_exp3_summary.csv
22,3146,1000,28,0.028,50,32109,28,0.02,3.912023005428145,L22,neuron_003146_exp3_summary.csv
22,3195,1000,23,0.023,50,35547,23,0.02,3.912023005428145,L22,neuron_003195_exp3_summary.csv
22,3268,1000,37,0.037,50,40632,37,0.02,3.912023005428145,L22,neuron_003268_exp3_summary.csv
22,3342,1000,30,0.03,50,32100,30,0.02,3.912023005428145,L22,neuron_003342_exp3_summary.csv
22,3509,1000,29,0.029,50,32107,29,0.02,3.912023005428145,L22,neuron_003509_exp3_summary.csv
23,37,1000,27,0.027,50,32119,27,0.02,3.912023005428145,L23,neuron_000037_exp3_summary.csv
23,314,1000,18,0.018,50,38904,18,0.02,3.912023005428145,L23,neuron_000314_exp3_summary.csv
23,365,1000,15,0.015,50,33001,15,0.02,3.912023005428145,L23,neuron_000365_exp3_summary.csv
23,382,1000,15,0.015,50,36427,15,0.02,3.912023005428145,L23,neuron_000382_exp3_summary.csv
23,449,1000,12,0.012,50,39622,12,0.02,3.912023005428145,L23,neuron_000449_exp3_summary.csv
23,652,1000,16,0.016,50,33850,16,0.02,3.912023005428145,L23,neuron_000652_exp3_summary.csv
23,827,128,2,0.015625,20,37161,2,0.05,2.995732273553991,L23,neuron_000827_exp3_summary.csv
23,858,1000,13,0.013,50,41687,13,0.02,3.912023005428145,L23,neuron_000858_exp3_summary.csv
23,933,1000,12,0.012,50,35736,12,0.02,3.912023005428145,L23,neuron_000933_exp3_summary.csv
23,965,1000,24,0.024,50,32106,24,0.02,3.912023005428145,L23,neuron_000965_exp3_summary.csv
23,967,1000,20,0.02,50,33317,20,0.02,3.912023005428145,L23,neuron_000967_exp3_summary.csv
23,1052,1000,11,0.011,50,34821,11,0.02,3.912023005428145,L23,neuron_001052_exp3_summary.csv
23,1277,1000,18,0.018,50,32119,18,0.02,3.912023005428145,L23,neuron_001277_exp3_summary.csv
23,1419,1000,14,0.014,50,36533,14,0.02,3.912023005428145,L23,neuron_001419_exp3_summary.csv
23,1528,1000,18,0.018,50,38997,18,0.02,3.912023005428145,L23,neuron_001528_exp3_summary.csv
23,1636,1000,15,0.015,50,32120,15,0.02,3.912023005428145,L23,neuron_001636_exp3_summary.csv
23,1641,128,4,0.03125,20,40507,4,0.05,2.995732273553991,L23,neuron_001641_exp3_summary.csv
23,1820,1000,17,0.017,50,37637,17,0.02,3.912023005428145,L23,neuron_001820_exp3_summary.csv
23,1821,1000,15,0.015,50,41416,15,0.02,3.912023005428145,L23,neuron_001821_exp3_summary.csv
23,1936,1000,11,0.011,50,38473,11,0.02,3.912023005428145,L23,neuron_001936_exp3_summary.csv
23,1978,1000,16,0.016,50,41492,16,0.02,3.912023005428145,L23,neuron_001978_exp3_summary.csv
23,2013,1000,19,0.019,50,41014,19,0.02,3.912023005428145,L23,neuron_002013_exp3_summary.csv
23,2068,1000,16,0.016,50,32114,16,0.02,3.912023005428145,L23,neuron_002068_exp3_summary.csv
23,3033,1000,18,0.018,50,40641,18,0.02,3.912023005428145,L23,neuron_003033_exp3_summary.csv
23,3112,1000,27,0.027,50,33826,27,0.02,3.912023005428145,L23,neuron_003112_exp3_summary.csv
23,3114,1000,23,0.023,50,32115,23,0.02,3.912023005428145,L23,neuron_003114_exp3_summary.csv
23,3142,1000,16,0.016,50,32101,16,0.02,3.912023005428145,L23,neuron_003142_exp3_summary.csv
23,3236,1000,19,0.019,50,32105,19,0.02,3.912023005428145,L23,neuron_003236_exp3_summary.csv
23,3312,1000,14,0.014,50,40240,14,0.02,3.912023005428145,L23,neuron_003312_exp3_summary.csv
23,3342,1000,38,0.038,50,32120,38,0.02,3.912023005428145,L23,neuron_003342_exp3_summary.csv
23,3423,1000,20,0.02,50,32119,20,0.02,3.912023005428145,L23,neuron_003423_exp3_summary.csv
23,3428,1000,16,0.016,50,32120,16,0.02,3.912023005428145,L23,neuron_003428_exp3_summary.csv
23,3448,1000,23,0.023,50,41946,23,0.02,3.912023005428145,L23,neuron_003448_exp3_summary.csv
23,3453,1000,30,0.03,50,32106,30,0.02,3.912023005428145,L23,neuron_003453_exp3_summary.csv
23,3500,1000,21,0.021,50,32117,21,0.02,3.912023005428145,L23,neuron_003500_exp3_summary.csv
23,3803,1000,28,0.028,50,37726,28,0.02,3.912023005428145,L23,neuron_003803_exp3_summary.csv
23,3841,1000,19,0.019,50,33223,19,0.02,3.912023005428145,L23,neuron_003841_exp3_summary.csv
23,3873,1000,28,0.028,50,32445,28,0.02,3.912023005428145,L23,neuron_003873_exp3_summary.csv
