layer,neuron,label,flips,precision,recall,F1
22,154,history,1,1.0,0.0021008403361344,0.0041928721174004
23,821,history,1,1.0,0.0021008403361344,0.0041928721174004
23,937,history,1,1.0,0.0021008403361344,0.0041928721174004
23,593,history,1,1.0,0.0021008403361344,0.0041928721174004
23,663,history,1,1.0,0.0021008403361344,0.0041928721174004
23,638,history,2,0.6666666666666666,0.0042016806722689,0.0083507306889352
23,138,history,2,0.6666666666666666,0.0042016806722689,0.0083507306889352
23,309,history,2,0.6666666666666666,0.0042016806722689,0.0083507306889352
18,2,law,1,1.0,0.0005920663114268,0.0011834319526627
18,13,law,1,1.0,0.0005920663114268,0.0011834319526627
18,16,law,1,1.0,0.0005920663114268,0.0011834319526627
18,23,law,1,1.0,0.0005920663114268,0.0011834319526627
18,28,law,1,1.0,0.0005920663114268,0.0011834319526627
18,57,law,1,1.0,0.0005920663114268,0.0011834319526627
18,63,law,1,1.0,0.0005920663114268,0.0011834319526627
18,64,law,1,1.0,0.0005920663114268,0.0011834319526627
18,68,law,1,1.0,0.0005920663114268,0.0011834319526627
18,69,law,1,1.0,0.0005920663114268,0.0011834319526627
18,76,law,1,1.0,0.0005920663114268,0.0011834319526627
18,84,law,1,1.0,0.0005920663114268,0.0011834319526627
18,85,law,1,1.0,0.0005920663114268,0.0011834319526627
18,99,law,1,1.0,0.0005920663114268,0.0011834319526627
18,108,law,1,1.0,0.0005920663114268,0.0011834319526627
18,132,law,1,1.0,0.0005920663114268,0.0011834319526627
18,147,law,1,1.0,0.0005920663114268,0.0011834319526627
18,150,law,1,1.0,0.0005920663114268,0.0011834319526627
18,171,law,1,1.0,0.0005920663114268,0.0011834319526627
18,206,law,1,1.0,0.0005920663114268,0.0011834319526627
18,213,law,1,1.0,0.0005920663114268,0.0011834319526627
18,221,law,1,1.0,0.0005920663114268,0.0011834319526627
18,224,law,1,1.0,0.0005920663114268,0.0011834319526627
18,231,law,1,1.0,0.0005920663114268,0.0011834319526627
18,232,law,1,1.0,0.0005920663114268,0.0011834319526627
18,461,literature,1,1.0,0.0024449877750611,0.0048780487804878
18,659,literature,1,1.0,0.0024449877750611,0.0048780487804878
18,754,literature,1,1.0,0.0024449877750611,0.0048780487804878
19,395,literature,1,1.0,0.0024449877750611,0.0048780487804878
19,410,literature,1,1.0,0.0024449877750611,0.0048780487804878
19,552,literature,1,1.0,0.0024449877750611,0.0048780487804878
19,637,literature,1,1.0,0.0024449877750611,0.0048780487804878
19,840,literature,1,1.0,0.0024449877750611,0.0048780487804878
20,927,literature,1,1.0,0.0024449877750611,0.0048780487804878
20,14,literature,1,1.0,0.0024449877750611,0.0048780487804878
20,199,literature,1,1.0,0.0024449877750611,0.0048780487804878
20,206,literature,1,1.0,0.0024449877750611,0.0048780487804878
20,258,literature,1,1.0,0.0024449877750611,0.0048780487804878
20,351,literature,1,1.0,0.0024449877750611,0.0048780487804878
20,625,literature,1,1.0,0.0024449877750611,0.0048780487804878
20,640,literature,1,1.0,0.0024449877750611,0.0048780487804878
20,933,literature,1,1.0,0.0024449877750611,0.0048780487804878
21,111,literature,1,1.0,0.0024449877750611,0.0048780487804878
21,149,literature,1,1.0,0.0024449877750611,0.0048780487804878
21,168,literature,1,1.0,0.0024449877750611,0.0048780487804878
21,199,literature,1,1.0,0.0024449877750611,0.0048780487804878
21,237,literature,1,1.0,0.0024449877750611,0.0048780487804878
21,928,literature,1,1.0,0.0024449877750611,0.0048780487804878
21,971,literature,1,1.0,0.0024449877750611,0.0048780487804878
21,979,literature,1,1.0,0.0024449877750611,0.0048780487804878
23,287,mathematics,1,0.3333333333333333,0.0588235294117647,0.1
23,819,mathematics,1,0.3333333333333333,0.0588235294117647,0.1
23,827,mathematics,1,0.2,0.0588235294117647,0.0909090909090909
23,15,mathematics,1,0.1666666666666666,0.0588235294117647,0.0869565217391304
23,234,mathematics,1,0.1428571428571428,0.0588235294117647,0.0833333333333333
23,664,mathematics,1,0.1111111111111111,0.0588235294117647,0.0769230769230769
22,33,mathematics,1,0.1,0.0588235294117647,0.074074074074074
22,446,mathematics,1,0.0909090909090909,0.0588235294117647,0.0714285714285714
23,526,mathematics,1,0.0909090909090909,0.0588235294117647,0.0714285714285714
23,33,mathematics,2,0.0869565217391304,0.1176470588235294,0.0999999999999999
23,581,mathematics,1,0.0833333333333333,0.0588235294117647,0.0689655172413793
23,128,mathematics,1,0.0833333333333333,0.0588235294117647,0.0689655172413793
22,581,mathematics,1,0.0769230769230769,0.0588235294117647,0.0666666666666666
22,499,mathematics,2,0.0588235294117647,0.1176470588235294,0.0784313725490196
23,757,mathematics,1,0.0434782608695652,0.0588235294117647,0.0499999999999999
21,502,military,1,0.2,1.0,0.3333333333333333
18,19,music,1,1.0,0.0005882352941176,0.0011757789535567
18,26,music,1,1.0,0.0005882352941176,0.0011757789535567
18,49,music,1,1.0,0.0005882352941176,0.0011757789535567
18,78,music,1,1.0,0.0005882352941176,0.0011757789535567
18,110,music,1,1.0,0.0005882352941176,0.0011757789535567
18,115,music,1,1.0,0.0005882352941176,0.0011757789535567
18,125,music,1,1.0,0.0005882352941176,0.0011757789535567
18,130,music,1,1.0,0.0005882352941176,0.0011757789535567
18,162,music,1,1.0,0.0005882352941176,0.0011757789535567
18,180,music,1,1.0,0.0005882352941176,0.0011757789535567
18,211,music,1,1.0,0.0005882352941176,0.0011757789535567
18,219,music,1,1.0,0.0005882352941176,0.0011757789535567
18,237,music,1,1.0,0.0005882352941176,0.0011757789535567
18,246,music,1,1.0,0.0005882352941176,0.0011757789535567
18,248,music,1,1.0,0.0005882352941176,0.0011757789535567
18,258,music,1,1.0,0.0005882352941176,0.0011757789535567
18,318,music,1,1.0,0.0005882352941176,0.0011757789535567
18,319,music,1,1.0,0.0005882352941176,0.0011757789535567
18,345,music,1,1.0,0.0005882352941176,0.0011757789535567
18,382,music,1,1.0,0.0005882352941176,0.0011757789535567
18,398,music,1,1.0,0.0005882352941176,0.0011757789535567
18,401,music,1,1.0,0.0005882352941176,0.0011757789535567
18,422,music,1,1.0,0.0005882352941176,0.0011757789535567
18,440,music,1,1.0,0.0005882352941176,0.0011757789535567
18,462,music,1,1.0,0.0005882352941176,0.0011757789535567
22,499,performing_arts,4,0.1176470588235294,0.6666666666666666,0.2
21,499,performing_arts,1,0.0833333333333333,0.1666666666666666,0.1111111111111111
23,873,performing_arts,1,0.0384615384615384,0.1666666666666666,0.0625
23,482,philosophy,1,0.5,0.0625,0.1111111111111111
23,19,philosophy,1,0.5,0.0625,0.1111111111111111
23,881,philosophy,1,0.3333333333333333,0.0625,0.1052631578947368
23,185,philosophy,1,0.3333333333333333,0.0625,0.1052631578947368
23,422,philosophy,1,0.25,0.0625,0.1
23,864,philosophy,1,0.2,0.0625,0.0952380952380952
21,713,philosophy,1,0.1666666666666666,0.0625,0.0909090909090909
23,62,philosophy,1,0.1666666666666666,0.0625,0.0909090909090909
22,809,philosophy,1,0.1428571428571428,0.0625,0.0869565217391304
23,809,philosophy,1,0.1428571428571428,0.0625,0.0869565217391304
22,718,philosophy,1,0.125,0.0625,0.0833333333333333
23,740,philosophy,1,0.125,0.0625,0.0833333333333333
22,446,philosophy,1,0.0909090909090909,0.0625,0.074074074074074
22,771,philosophy,1,0.0909090909090909,0.0625,0.074074074074074
23,873,philosophy,2,0.0769230769230769,0.125,0.0952380952380952
23,492,plants,1,0.0555555555555555,1.0,0.1052631578947368
18,44,politics,1,1.0,0.0018115942028985,0.0036166365280289
18,116,politics,1,1.0,0.0018115942028985,0.0036166365280289
18,148,politics,1,1.0,0.0018115942028985,0.0036166365280289
18,218,politics,1,1.0,0.0018115942028985,0.0036166365280289
18,475,politics,1,1.0,0.0018115942028985,0.0036166365280289
18,552,politics,1,1.0,0.0018115942028985,0.0036166365280289
18,680,politics,1,1.0,0.0018115942028985,0.0036166365280289
18,698,politics,1,1.0,0.0018115942028985,0.0036166365280289
18,750,politics,1,1.0,0.0018115942028985,0.0036166365280289
18,799,politics,1,1.0,0.0018115942028985,0.0036166365280289
18,833,politics,1,1.0,0.0018115942028985,0.0036166365280289
18,847,politics,1,1.0,0.0018115942028985,0.0036166365280289
18,929,politics,1,1.0,0.0018115942028985,0.0036166365280289
18,998,politics,1,1.0,0.0018115942028985,0.0036166365280289
19,7,politics,1,1.0,0.0018115942028985,0.0036166365280289
19,10,politics,1,1.0,0.0018115942028985,0.0036166365280289
19,50,politics,1,1.0,0.0018115942028985,0.0036166365280289
19,85,politics,1,1.0,0.0018115942028985,0.0036166365280289
19,182,politics,1,1.0,0.0018115942028985,0.0036166365280289
19,189,politics,1,1.0,0.0018115942028985,0.0036166365280289
19,531,politics,1,1.0,0.0018115942028985,0.0036166365280289
19,534,politics,1,1.0,0.0018115942028985,0.0036166365280289
19,557,politics,1,1.0,0.0018115942028985,0.0036166365280289
19,603,politics,1,1.0,0.0018115942028985,0.0036166365280289
19,633,politics,1,1.0,0.0018115942028985,0.0036166365280289
18,426,religion,1,1.0,0.0019342359767891,0.0038610038610038
18,439,religion,1,1.0,0.0019342359767891,0.0038610038610038
18,515,religion,1,1.0,0.0019342359767891,0.0038610038610038
18,534,religion,1,1.0,0.0019342359767891,0.0038610038610038
18,544,religion,1,1.0,0.0019342359767891,0.0038610038610038
18,723,religion,1,1.0,0.0019342359767891,0.0038610038610038
18,729,religion,1,1.0,0.0019342359767891,0.0038610038610038
18,746,religion,1,1.0,0.0019342359767891,0.0038610038610038
19,140,religion,1,1.0,0.0019342359767891,0.0038610038610038
19,287,religion,1,1.0,0.0019342359767891,0.0038610038610038
19,390,religion,1,1.0,0.0019342359767891,0.0038610038610038
19,471,religion,1,1.0,0.0019342359767891,0.0038610038610038
19,488,religion,1,1.0,0.0019342359767891,0.0038610038610038
19,729,religion,1,1.0,0.0019342359767891,0.0038610038610038
19,785,religion,1,1.0,0.0019342359767891,0.0038610038610038
19,816,religion,1,1.0,0.0019342359767891,0.0038610038610038
19,877,religion,1,1.0,0.0019342359767891,0.0038610038610038
19,996,religion,1,1.0,0.0019342359767891,0.0038610038610038
19,1008,religion,1,1.0,0.0019342359767891,0.0038610038610038
20,40,religion,1,1.0,0.0019342359767891,0.0038610038610038
20,114,religion,1,1.0,0.0019342359767891,0.0038610038610038
20,118,religion,1,1.0,0.0019342359767891,0.0038610038610038
20,180,religion,1,1.0,0.0019342359767891,0.0038610038610038
20,202,religion,1,1.0,0.0019342359767891,0.0038610038610038
20,231,religion,1,1.0,0.0019342359767891,0.0038610038610038
18,11,sports,1,1.0,0.0009267840593141,0.0018518518518518
18,42,sports,1,1.0,0.0009267840593141,0.0018518518518518
18,118,sports,1,1.0,0.0009267840593141,0.0018518518518518
18,136,sports,1,1.0,0.0009267840593141,0.0018518518518518
18,173,sports,1,1.0,0.0009267840593141,0.0018518518518518
18,177,sports,1,1.0,0.0009267840593141,0.0018518518518518
18,185,sports,1,1.0,0.0009267840593141,0.0018518518518518
18,292,sports,1,1.0,0.0009267840593141,0.0018518518518518
18,320,sports,1,1.0,0.0009267840593141,0.0018518518518518
18,324,sports,1,1.0,0.0009267840593141,0.0018518518518518
18,325,sports,1,1.0,0.0009267840593141,0.0018518518518518
18,377,sports,1,1.0,0.0009267840593141,0.0018518518518518
18,420,sports,1,1.0,0.0009267840593141,0.0018518518518518
18,469,sports,1,1.0,0.0009267840593141,0.0018518518518518
18,498,sports,1,1.0,0.0009267840593141,0.0018518518518518
18,523,sports,1,1.0,0.0009267840593141,0.0018518518518518
18,537,sports,1,1.0,0.0009267840593141,0.0018518518518518
18,582,sports,1,1.0,0.0009267840593141,0.0018518518518518
18,587,sports,1,1.0,0.0009267840593141,0.0018518518518518
18,588,sports,1,1.0,0.0009267840593141,0.0018518518518518
18,609,sports,1,1.0,0.0009267840593141,0.0018518518518518
18,646,sports,1,1.0,0.0009267840593141,0.0018518518518518
18,657,sports,1,1.0,0.0009267840593141,0.0018518518518518
18,697,sports,1,1.0,0.0009267840593141,0.0018518518518518
18,707,sports,1,1.0,0.0009267840593141,0.0018518518518518
18,50,technology,1,1.0,0.0015673981191222,0.0031298904538341
18,62,technology,1,1.0,0.0015673981191222,0.0031298904538341
18,879,technology,1,1.0,0.0015673981191222,0.0031298904538341
18,883,technology,1,1.0,0.0015673981191222,0.0031298904538341
19,24,technology,1,1.0,0.0015673981191222,0.0031298904538341
19,123,technology,1,1.0,0.0015673981191222,0.0031298904538341
19,163,technology,1,1.0,0.0015673981191222,0.0031298904538341
19,198,technology,1,1.0,0.0015673981191222,0.0031298904538341
19,226,technology,1,1.0,0.0015673981191222,0.0031298904538341
19,162,technology,1,1.0,0.0015673981191222,0.0031298904538341
19,295,technology,1,1.0,0.0015673981191222,0.0031298904538341
19,301,technology,1,1.0,0.0015673981191222,0.0031298904538341
19,470,technology,1,1.0,0.0015673981191222,0.0031298904538341
19,968,technology,1,1.0,0.0015673981191222,0.0031298904538341
19,973,technology,1,1.0,0.0015673981191222,0.0031298904538341
20,321,technology,1,1.0,0.0015673981191222,0.0031298904538341
20,518,technology,1,1.0,0.0015673981191222,0.0031298904538341
20,896,technology,1,1.0,0.0015673981191222,0.0031298904538341
20,24,technology,1,1.0,0.0015673981191222,0.0031298904538341
20,56,technology,1,1.0,0.0015673981191222,0.0031298904538341
20,318,technology,1,1.0,0.0015673981191222,0.0031298904538341
20,387,technology,1,1.0,0.0015673981191222,0.0031298904538341
20,410,technology,1,1.0,0.0015673981191222,0.0031298904538341
20,490,technology,1,1.0,0.0015673981191222,0.0031298904538341
20,560,technology,1,1.0,0.0015673981191222,0.0031298904538341
22,198,transportation,1,0.25,0.125,0.1666666666666666
22,276,transportation,1,0.25,0.125,0.1666666666666666
22,1023,transportation,1,0.1428571428571428,0.125,0.1333333333333333
23,478,transportation,1,0.1428571428571428,0.125,0.1333333333333333
23,276,transportation,1,0.1,0.125,0.1111111111111111
22,478,transportation,1,0.0909090909090909,0.125,0.1052631578947368
23,128,transportation,1,0.0833333333333333,0.125,0.1
22,499,transportation,1,0.0294117647058823,0.125,0.0476190476190476
22,589,video_games,1,0.0833333333333333,0.2,0.1176470588235294
23,230,video_games,1,0.0769230769230769,0.2,0.1111111111111111
23,505,video_games,1,0.0769230769230769,0.2,0.1111111111111111
23,604,video_games,1,0.0625,0.2,0.0952380952380952
22,499,video_games,1,0.0294117647058823,0.2,0.0512820512820512
